Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
143,143,1,34.980494,0,1.7976931348623157E308,-1,0.0,0.0,1,34.980494,14,0.0,SAT,,194.74,
144,144,1,34.286953,0,1.7976931348623157E308,-1,0.0,0.0,1,34.286953,14,0.0,SAT,,244.348,
145,145,1,35.890767,0,1.7976931348623157E308,-1,0.0,0.0,1,35.890767,14,0.0,SAT,,887.59,
146,146,1,34.416992,0,1.7976931348623157E308,-1,0.0,0.0,1,34.416992,14,0.0,SAT,,343.564,
147,147,1,34.893801,0,1.7976931348623157E308,-1,0.0,0.0,1,34.893801,14,0.0,SAT,,352.042,
148,148,1,34.503684,0,1.7976931348623157E308,-1,0.0,0.0,1,34.503684,14,0.0,SAT,,315.24,
149,149,1,34.547031,0,1.7976931348623157E308,-1,0.0,0.0,1,34.547031,14,0.0,SAT,,152.552,
150,150,1,84.872128,0,1.7976931348623157E308,-1,0.0,0.0,1,84.872128,14,0.0,SAT,,216.643,
151,151,1,36.324231,0,1.7976931348623157E308,-1,0.0,0.0,1,36.324231,14,0.0,SAT,,801.381,
152,152,1,36.107499,0,1.7976931348623157E308,-1,0.0,0.0,1,36.107499,14,0.0,SAT,,261.546,
153,153,1,34.373645,0,1.7976931348623157E308,-1,0.0,0.0,1,34.373645,14,0.0,SAT,,401.862,
154,154,1,33.203294,0,1.7976931348623157E308,-1,0.0,0.0,1,33.203294,15,0.0,SAT,,432.054,
155,155,1,34.330299,0,1.7976931348623157E308,-1,0.0,0.0,1,34.330299,15,0.0,SAT,,220.045,
156,156,1,33.203294,0,1.7976931348623157E308,-1,0.0,0.0,1,33.203294,15,0.0,SAT,,292.108,
157,157,1,41.699176,0,1.7976931348623157E308,-1,0.0,0.0,1,41.699176,15,0.0,SAT,,356.363,
158,158,1,33.636758,0,1.7976931348623157E308,-1,0.0,0.0,1,33.636758,15,0.0,SAT,,191.87,
159,159,1,37.364543,0,1.7976931348623157E308,-1,0.0,0.0,1,37.364543,15,0.0,SAT,,306.725,
160,160,1,33.203294,0,1.7976931348623157E308,-1,0.0,0.0,1,33.203294,15,0.0,SAT,,276.375,
161,161,1,34.113567,0,1.7976931348623157E308,-1,0.0,0.0,1,34.113567,15,0.0,SAT,,141.983,
162,162,1,33.72345,0,1.7976931348623157E308,-1,0.0,0.0,1,33.72345,15,0.0,SAT,,207.922,
163,163,1,35.067187,0,1.7976931348623157E308,-1,0.0,0.0,1,35.067187,15,0.0,SAT,,357.359,
164,164,1,34.113567,0,1.7976931348623157E308,-1,0.0,0.0,1,34.113567,15,0.0,SAT,,226.428,
165,165,1,33.940182,0,1.7976931348623157E308,-1,0.0,0.0,1,33.940182,16,0.0,SAT,,272.582,
166,166,1,33.593411,0,1.7976931348623157E308,-1,0.0,0.0,1,33.593411,16,0.0,SAT,,219.728,
167,167,1,34.633723,0,1.7976931348623157E308,-1,0.0,0.0,1,34.633723,16,0.0,SAT,,277.999,
168,168,1,33.853489,0,1.7976931348623157E308,-1,0.0,0.0,1,33.853489,16,0.0,SAT,,169.114,
169,169,1,33.420026,0,1.7976931348623157E308,-1,0.0,0.0,1,33.420026,16,0.0,SAT,,306.064,
170,170,1,42.045947,0,1.7976931348623157E308,-1,0.0,0.0,1,42.045947,16,0.0,SAT,,653.143,
171,171,1,33.680104,0,1.7976931348623157E308,-1,0.0,0.0,1,33.680104,16,0.0,SAT,,277.253,
172,172,1,84.872128,0,1.7976931348623157E308,-1,0.0,0.0,1,84.872128,16,0.0,SAT,,102.127,
173,173,1,34.590377,0,1.7976931348623157E308,-1,0.0,0.0,1,34.590377,16,0.0,SAT,,303.275,
174,174,1,36.324231,0,1.7976931348623157E308,-1,0.0,0.0,1,36.324231,16,0.0,SAT,,146.734,
175,175,1,34.286953,0,1.7976931348623157E308,-1,0.0,0.0,1,34.286953,17,0.0,SAT,,182.373,
176,176,1,84.872128,0,1.7976931348623157E308,-1,0.0,0.0,1,84.872128,17,0.0,SAT,,995.436,
177,177,1,33.940182,0,1.7976931348623157E308,-1,0.0,0.0,1,33.940182,17,0.0,SAT,,192.653,
178,178,1,36.107499,0,1.7976931348623157E308,-1,0.0,0.0,1,36.107499,17,0.0,SAT,,174.708,
179,179,1,33.159948,0,1.7976931348623157E308,-1,0.0,0.0,1,33.159948,17,0.0,SAT,,184.609,
180,180,1,84.872128,0,1.7976931348623157E308,-1,0.0,0.0,1,84.872128,17,0.0,SAT,,159.114,
181,181,1,33.593411,0,1.7976931348623157E308,-1,0.0,0.0,1,33.593411,17,0.0,SAT,,198.37,
182,182,1,34.026875,0,1.7976931348623157E308,-1,0.0,0.0,1,34.026875,17,0.0,SAT,,123.244,
183,183,1,33.420026,0,1.7976931348623157E308,-1,0.0,0.0,1,33.420026,17,0.0,SAT,,198.475,
184,184,1,33.940182,0,1.7976931348623157E308,-1,0.0,0.0,1,33.940182,17,0.0,SAT,,267.439,
185,185,1,34.503684,0,1.7976931348623157E308,-1,0.0,0.0,1,34.503684,18,0.0,SAT,,203.491,
186,186,1,84.872128,0,1.7976931348623157E308,-1,0.0,0.0,1,84.872128,18,0.0,SAT,,206.15,
187,187,1,49.414824,0,1.7976931348623157E308,-1,0.0,0.0,1,49.414824,18,0.0,SAT,,706.718,
188,188,1,34.850455,0,1.7976931348623157E308,-1,0.0,0.0,1,34.850455,18,0.0,SAT,,242.843,
189,189,1,39.87863,0,1.7976931348623157E308,-1,0.0,0.0,1,39.87863,18,0.0,SAT,,500.07,
190,190,1,36.237538,0,1.7976931348623157E308,-1,0.0,0.0,1,36.237538,18,0.0,SAT,,141.63,
191,191,1,35.457304,0,1.7976931348623157E308,-1,0.0,0.0,1,35.457304,18,0.0,SAT,,126.572,
192,192,1,35.760728,0,1.7976931348623157E308,-1,0.0,0.0,1,35.760728,18,0.0,SAT,,251.469,
193,193,1,37.798006,0,1.7976931348623157E308,-1,0.0,0.0,1,37.798006,18,0.0,SAT,,170.761,
194,194,1,33.766797,0,1.7976931348623157E308,-1,0.0,0.0,1,33.766797,18,0.0,SAT,,117.243,
195,195,1,35.674036,0,1.7976931348623157E308,-1,0.0,0.0,1,35.674036,19,0.0,SAT,,1111.124,
196,196,1,33.506719,0,1.7976931348623157E308,-1,0.0,0.0,1,33.506719,19,0.0,SAT,,287.033,
197,197,1,36.974426,0,1.7976931348623157E308,-1,0.0,0.0,1,36.974426,19,0.0,SAT,,1114.479,
198,198,1,34.070221,0,1.7976931348623157E308,-1,0.0,0.0,1,34.070221,19,0.0,SAT,,279.784,
199,199,1,34.373645,0,1.7976931348623157E308,-1,0.0,0.0,1,34.373645,19,0.0,SAT,,857.566,
200,200,1,84.872128,0,1.7976931348623157E308,-1,0.0,0.0,1,84.872128,19,0.0,SAT,,1031.755,
