Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
130,130,1,34.070221,0,1.7976931348623157E308,-1,0.0,0.0,1,34.070221,12,0.0,SAT,,255.791,
131,131,1,34.503684,0,1.7976931348623157E308,-1,0.0,0.0,1,34.503684,12,0.0,SAT,,133.594,
132,132,1,38.794972,0,1.7976931348623157E308,-1,0.0,0.0,1,38.794972,13,0.0,SAT,,87.08,
133,133,1,33.853489,0,1.7976931348623157E308,-1,0.0,0.0,1,33.853489,13,0.0,SAT,,298.963,
134,134,1,35.327265,0,1.7976931348623157E308,-1,0.0,0.0,1,35.327265,13,0.0,SAT,,178.302,
135,135,1,38.231469,0,1.7976931348623157E308,-1,0.0,0.0,1,38.231469,13,0.0,SAT,,111.521,
136,136,1,34.416992,0,1.7976931348623157E308,-1,0.0,0.0,1,34.416992,13,0.0,SAT,,176.657,
137,137,1,34.503684,0,1.7976931348623157E308,-1,0.0,0.0,1,34.503684,13,0.0,SAT,,113.215,
138,138,1,36.887733,0,1.7976931348623157E308,-1,0.0,0.0,1,36.887733,13,0.0,SAT,,107.473,
139,139,1,34.937148,0,1.7976931348623157E308,-1,0.0,0.0,1,34.937148,13,0.0,SAT,,202.349,
140,140,1,36.150845,0,1.7976931348623157E308,-1,0.0,0.0,1,36.150845,13,0.0,SAT,,182.224,
141,141,1,34.330299,0,1.7976931348623157E308,-1,0.0,0.0,1,34.330299,13,0.0,SAT,,172.679,
142,142,1,34.286953,0,1.7976931348623157E308,-1,0.0,0.0,1,34.286953,13,0.0,SAT,,242.756,
143,143,1,34.850455,0,1.7976931348623157E308,-1,0.0,0.0,1,34.850455,14,0.0,SAT,,298.528,
144,144,1,35.110533,0,1.7976931348623157E308,-1,0.0,0.0,1,35.110533,14,0.0,SAT,,281.419,
145,145,1,33.116602,0,1.7976931348623157E308,-1,0.0,0.0,1,33.116602,14,0.0,SAT,,285.205,
146,146,1,34.286953,0,1.7976931348623157E308,-1,0.0,0.0,1,34.286953,14,0.0,SAT,,154.849,
147,147,1,34.763762,0,1.7976931348623157E308,-1,0.0,0.0,1,34.763762,14,0.0,SAT,,375.017,
148,148,1,35.587343,0,1.7976931348623157E308,-1,0.0,0.0,1,35.587343,14,0.0,SAT,,193.563,
149,149,1,33.680104,0,1.7976931348623157E308,-1,0.0,0.0,1,33.680104,14,0.0,SAT,,341.268,
150,150,1,36.497616,0,1.7976931348623157E308,-1,0.0,0.0,1,36.497616,14,0.0,SAT,,617.015,
